Azure_Score,AWS_Score,Google_Score,IBM_Score,Manual_label
0.8875421882,0.5,0,0.987951,1
0.8326028585,0.6,0.1000000015,0.655981,1
0.5,0.5,0.1000000015,0,1
0.7921944857,0.5,0.1000000015,0.580306,1
0.7495814562,0.5,0.1,0.683194,2
0.5,0.5,0,0.427012,1
0.5,0.5,0,0.990295,1
0.5,0.5,-0.200000003,-0.24186,1
0.5,0.5,-0.1000000015,-0.516043,1
0.5,0.5,0.3000000119,0,2
0.5,0.7,0,0,0
0.5,0.5,0,0.876166,1
0.5,0.5,0.400000006,0.892833,1
0.5,0.5,0.400000006,0.932051,2
0.5,0.5,0.8000000119,0.931991,1
0.5,0.5,0.3000000119,0.81212,1
0.7487565875,0.5,0,0.918546,1
0.5,0.5,-0.1000000015,0.724225,1
0.5,0.5,0.200000003,0.87895,1
0.8760291934,0.5,0,0.844538,2
0.8244692087,0.5,0.200000003,0.590421,1
0.5,0.5,0.3000000119,0.815343,1
0.5,0.5,0,0.654059,2
0.5,0.5,0.6000000238,0.867419,1
0.5,0.6,0.400000006,0.931685,1
0.8673113585,0.5,0,0.386466,0
0.5,0.4,0.3000000119,0.795086,1
0.5,0.5,0,0.460248,1
0.5,0.7,0.400000006,0.998674,1
0.8310141563,0.5,0.3000000119,0.911229,1
0.5,0.5,0.200000003,0.652505,1
0.7179530263,0.5,0.3000000119,0.62968,1
0.5,0.5,0.5,0.884756,1
0.9589054585,0.5,-0.200000003,-0.449016,0
0.8807842731,0.5,0.400000006,0.774048,1
0.5,0.5,0.400000006,0.887718,1
0.8744556904,0.5,0.3000000119,0.72143,1
0.9447548985,0.5,-0.3000000119,0.410063,1
0.9602634907,0.5,0.3000000119,0.573685,2
0.5,0.5,0.5,0.761691,1
0.9509230852,0.5,0.5,0.938316,1
0.5,0.5,0.6000000238,0.915053,1
0.5,0.5,0.6000000238,0.852729,1
0.7176412344,0.5,0.200000003,0.749032,1
0.9449238777,0.7,-0.200000003,-0.359171,1
0.5,0.5,0.200000003,0.681816,1
0.8013297915,0.5,0.400000006,0.788475,1
0.5,0.8,0,0.834782,1
0.5,0.5,0.3000000119,0.92161,1
0.8247823715,0.5,0.400000006,0.869526,1
0.5,0.5,0,0.5246,1
0.756015718,0.5,0.3000000119,0.835563,1
0.9266140461,0.5,0.5,0.907673,1
0.5,0.6,0.4,0.559877,2
0.5,6,0.400000006,0.916148,1
0.5,0.97,-0.400000006,-0.852252,0
0.9599943161,0.4,0.5,0.927146,1
0.5,0.5,0.200000003,0.836787,2
0.5,0.6,0.3000000119,0.880863,1
0.5,0.5,0.1000000015,0.617331,2
0.7651556134,0.5,0,0.779701,2
0.756015718,0.5,0.200000003,0.684152,1
0.2851483524,0.87,0,0.610463,1
0.8275827169,0.5,0.1000000015,0.747194,2
0.5,0.55,0.400000006,0.670171,1
0.5,0.4,0.5,0.861906,1
0.7884715199,0.5,0,0,1
0.5,0.5,0,0.699863,2
0.5,0.5,0.200000003,0.775696,1
0.5,0.65,0.5,0.871649,1
0.5,0.6,0.1000000015,0.667461,2
0.706682086,0.5,0.3000000119,0.916825,1
0.7405976057,0.5,0.3000000119,0.688036,1
0.5,0.89,0.1000000015,0.794763,2
0.5,0.5,0.200000003,0.929593,1
0.5,0.6,0.3000000119,0.695052,2
0.5,0.5,0.3000000119,0.833731,1
0.8840167522,0.65,-0.1000000015,0.829679,1
0.8722343445,0.5,0,0.366163,2
0.5,0.5,0.200000003,0.886638,2
0.5,0.56,0.400000006,0.817759,2
0.9125169516,0.905,0.200000003,0.69442,2
0.706682086,0.6,0.200000003,0.83048,1
0.7963199615,0.5,0.3000000119,0.729793,1
0.9261189699,0.5,0,0.736249,2
0.5,0.5,0.400000006,0.605484,1
0.5,0.5,0.1000000015,0.629375,1
0.859506011,0.5,0,0.755839,1
0.5,0.5,0,0.545071,1
0.5,0.5,0.3000000119,0.492583,1
0.5,0.64,0.4,0.614538,2
0.5,0.5,0.1000000015,0.80475,1
0.5,0.5,0.200000003,0.952459,2
0.5,0.9,0.2,0.655746,1
0.7094016075,0.5,0.200000003,0.326322,2
0.5,0.5,0.5,-0.462628,2
0.5,0.5,-0.5,-0.521112,2
0.5,0.5,0.200000003,0.972414,2
0.5,0.7,0.42,0.285095,2
0.5,0.5,-0.1000000015,0.766386,2
0.7997919321,0.5,0.200000003,0.785524,2
0.8410710692,0.6,0.200000003,0.45803,1
0.5,0.6,0.400000006,0.795008,1
0.9480788708,0.98,0.9,0.988573,2
0.9313516021,0.8,0.5,0.958134,1
0.5,0.9,-0.1000000015,0.801903,2
0.5,0.296,0.200000003,0.94317,2
0.9807326794,0.5,0.1000000015,0.768429,1
0.5,0.5,0.1000000015,0.809345,1
0.5,0.5,0,0.988573,2
0.5,0.87,0.3000000119,0.673964,1
0.5,0.56,0,0.621902,2
0.8291083574,0.5,0,0,2
0.5,0.5,0,0.549145,2
0.5,0.2,0.1000000015,0.559908,1
0.5,0.5,0.200000003,0.527004,0
0.5,0.5,0,0.684462,2
0.5,0.5,0,0.471062,2
0.8636938334,0.5,0,0.988573,2
0.9126435518,0.9,0.200000003,0.569771,2
0.5,0.5,0.200000003,0.769522,2
0.5,0.5,0.1000000015,0.69805,2
0.5,0.5,0,0.988573,2
0.5,0.93,0.6,0.755059,2
0.9704017639,0.9,0.400000006,0.479401,2
0.9287166595,0.5,0.3000000119,0.919998,1
0.5,0.81,0.400000006,0.852284,1
0.5,0.71,0.400000006,0.91792,1
0.7551761866,0.88,0.8,0,2
0.5,0.5,0.1000000015,0.847705,0
0.8556266427,0.4,0.1000000015,0.908568,1
0.5,0.5,0,0.829015,1
0.5,0.67,0,0,2
0.5,0.5,-0.1000000015,0.477986,0
0.5,0.1,-0.1,-0.477788,0
0.5,0.5,0.1000000015,0.875768,2
0.7429530621,0.5,0.3000000119,0.739308,2
0.5,0.5,0.3000000119,0.792806,1
0.5,0.5,0.3000000119,0.801836,1
0.8076367378,0.5,0,0.739117,2
0.8378398418,0.92,0,0.721133,0
0.5,0.5,0.3000000119,0.90052,1
0.9350368381,0.5,0.3000000119,0.481687,2
0.7632597685,0.94,0.1000000015,0.844868,2
0.9346239567,0.6,0.7,0.47644,2
0.5,0.5,0.3000000119,0.678515,2
0.8644337058,0.48,0.3,0.418501,2
0.7710066438,0.5,0.200000003,0.872548,1
0.918697238,0.74,-0.200000003,0.578894,1
0.5,0.5,0,0,2
0.5,0.5,0,0.394711,2
0.9500648975,0.5,0.3,0,2
0.5,0.5,0,0.651486,1
0.5,0.5,0,0.306599,2
0.9236762524,0.67,0.7,0.781138,1
0.9465673566,0.7,-0.1000000015,0,2
0.692086935,0.5,0.3000000119,0.691652,1
0.7569842339,0.93,0.8,0,2
0.9769499302,0.5,0.7,0,2
0.9591155648,0.48,0.3000000119,0.606894,0
0.5,0.5,0.1000000015,0,2
0.9515138865,0.5,0.5,0.499114,0
0.5,0.5,0,0.306599,2
0.5,0.67,0.1000000015,0.521035,2
0.5,0.5,0,0,2
0.5,0.5,0.400000006,0.805806,1
0.5,0.8,-0.1000000015,0,2
0.5,0.5,0.400000006,0.700641,1
0.5,0.91,0,0,2
0.5,0.5,0,-0.658645,2
0.7038143277,0.5,0.4,0.62096,2
0.5,0.5,0,-0.506176,2
0.5,0.5,0,0.646895,2
0.5,0.5,0,0.306599,2
0.9321516156,0.67,0.8,0.695111,2
0.5,0.5,0,0,2
0.2918120921,0.5,-0.1,0,2
0.5,5,0.1000000015,-0.243014,2
0.5,0.5,0.1000000015,0.758873,2
0.5,0.5,-0.1000000015,0,2
0.8590108752,0.5,0.1000000015,0.767987,1
0.9219050407,0.5,0.1000000015,0.718589,1
0.7214415073,0.5,0.1,0,2
0.8714878559,0.5,0.1000000015,0,2
0.5,0.5,0,0,2
0.5,0.5,-0.3000000119,0.377032,0
0.5,0.1,0,0,2
0.5,0.49,0,0.464252,1
0.9415260553,0.35,0.5,0,2
0.9010676146,0.5,0.6,0,2
0.9341292381,0.5,0.6,0.52319,2
0.9290569425,0.5,0.6,0.640313,2
0.8978849649,0.5,0.200000003,0.582623,1
0.7977266908,0.5,0.5,0,2
0.7696380615,0.5,0.1000000015,0.457043,2
0.961006999,0.5,-0.1000000015,0,2
0.5,0.5,0.200000003,-0.284321,1
0.5,0.65,0,-0.286424,2
0.5,0.5,0.3000000119,0.452501,1
0.5,0.6,0,0,2
0.5,0.5,0.400000006,0.95907,2
0.9290569425,0.9,0.4,0,2
0.5,0.5,0,0.978613,2
0.5,0.45,0.1000000015,0.452953,1
0.5,0.5,0,0.795332,1
0.5,0.97,0.3000000119,0.753697,2
0.7472063899,0.7,0.3000000119,0.573718,1
0.5,0.7,0.200000003,0.656279,1
0.7697468996,0.69,0.1000000015,0.512178,2
0.7557291985,0.5,0.400000006,0.98948,2
0.5,0.89,0,0.306599,2
0.2686776221,0.67,0.200000003,0.810917,1
0.9157865047,0.5,0,0.554206,2
0.5,0.5,0.200000003,0.878535,1
0.5,0.5,0.200000003,0.676266,1
0.5,0.5,0,0.829637,1
0.9949998856,0.5,0.200000003,0.892364,1
0.5,0.5,0.3000000119,0.909994,1
0.9329429865,0.5,0.6000000238,0.89541,1
0.8268076181,0.97,0.1000000015,0.476141,1
0.7219916582,0.5,0.3,0,2
0.5,0.5,0,0,2
0.5,0.5,0.1000000015,0.889876,1
0.7111588717,0.5,0.1000000015,0.728187,1
0.9285314679,0.5,-0.1000000015,-0.620107,1
0.5,0.5,0.200000003,0.341889,1
0.9257214665,0.5,0.4,0.773762,1
0.8267521858,0.5,0.5,0.559325,1
0.5,0.5,0.1000000015,0.38114,0
0.8848055601,0.5,0.5,0.770764,1
0.5,0.5,0,0,2
0.9290569425,0.5,0.200000003,0.819907,1
0.8471912146,0.5,0.4,0,2
0.8908494711,0.5,-0.1000000015,0,2
0.970436573,0.5,0.5,0,2
0.5,0.5,0,0,2
0.7700710893,0.5,0.4,0.868015,2
0.5,0.5,0.3000000119,0.774935,1
0.5,0.5,0.2,0,2
0.932043314,0.5,0.200000003,0.878962,0
0.5,0.5,-0.1000000015,0,2
0.9451947212,0.5,-0.1000000015,0,2
0.973050952,0.5,0.6000000238,0.893483,1
0.5,0.97,0,0,2
0.5,0.5,0,0,2
0.7651617527,0.5,0.3,0,2
0.5,0.5,0,0.440242,1
0.7663900852,0.6,0.5,0.306599,2
0.5,0.67,0.400000006,0.830761,1
0.5,0.86,0.1,0,2
0.8002191186,0.49,0.1000000015,0.683148,0
0.8694370985,0.5,-0.1000000015,0,2
0.5,0.5,0.200000003,0.758612,1
0.9500496984,0.8,0.200000003,0.672924,1
0.5,0.56,0,0.566248,1
0.6705589294,0.5,0.2,0,2
0.9081350565,0.5,0.4,0,2
0.5,0.5,0,0,2
0.5,0.5,0,0.293493,0
0.5,0.1,0,0,2
0.9603591561,0.49,0.400000006,0,2
0.9623154998,0.499,-0.1000000015,0,2
0.5,0.5,0.1000000015,0,2
0.5,0.48,0.3000000119,0.819971,1
0.5,0.5,0.1,0,2
0.5,0.48,0.1,0.756149,0
0.8628481627,0.5,-0.1000000015,0,1
0.9693481922,0.45,0.3,0.61404,1
0.8473459482,0.5,0.3000000119,0.701087,1
0.7629642487,0.96,0.1,0,2
0.7496047616,0.5,0.2,0,2
0.5,0.5,0,0.928257,2
0.8032824397,0.5,0,0.529446,2
0.5,0.5,0,0,2
0.5,0.49,0.200000003,0.567839,1
0.8698134422,0.5,0.1000000015,0.561819,1
0.5,0.5,-0.1000000015,0,2
0.5,0.5,0.3000000119,0.727793,1
0.5,0.86,0.2,0,2
0.5,0.5,0,0,2
0.9015560746,0.5,0,0.685344,2
0.5,0.5,0.1000000015,0.407392,2
0.8672091365,0.5,282,0,2
0.8568605185,0.5,0.1000000015,0.548648,0
0.5,0.5,0.1,0.306599,2
0.5,0.48,0.1,0.980965,1
0.5,0.5,0.200000003,0.76776,1
0.5,0.82,0,0,2
0.5,0.49,0,0,2
0.9206116796,0.5,0.5,0,2
0.5,0.5,0,0.434743,2
0.5,0.5,-0.1000000015,0,2
0.8819966912,0.5,0.200000003,0.748638,1
0.5,0.5,0,0.839997,1
0.5,0.62,0.1,0,2
0.5,0.48,0.2,0,2
0.158880353,0.5,0.400000006,0.915178,1
0.9236706495,0.62,0.4,0.81421,2
0.5,0.5,0.6000000238,0.905785,1
0.8381134272,0.72,0.4,0,2
0.5,0.5,0.5,0,2
0.5,0.5,0.400000006,0.896267,1
0.5,0.5,0,0.381912,2
0.5,0.5,0.8000000119,0.996361,1
0.5,0.94,0.200000003,0.560364,2
0.5,0.5,0,0.862027,2
0.8947761059,0.49,0.400000006,0.903364,1
0.918114543,0.6,0.400000006,0.969115,1
0.5,0.8,0.1,0,2
0.5,0.5,0.2,0.734164,2
0.5,0.5,0.1000000015,0.856395,1
0.5,0.5,0.1,0.938246,1
0.5,0.79,0.2,0.409306,2
0.5,0.5,0.200000003,0.809089,1
0.8703523874,0.69,0.1,0.76804,2
0.5,0.5,0.400000006,0.845138,1
0.5,0.56,0.1000000015,0.509076,0
0.5,0.5,0.8000000119,0.947754,1
0.5,0.5,0,0.921505,2
0.5,0.48,0.1,0.453423,1
0.5,0.65,0.1000000015,0.589507,1
0.8211675882,0.5,0.200000003,0.912189,1
0.9861813188,0.64,0.400000006,0.900255,1
0.5,0.76,0.400000006,0,1
0.5,0.69,0.200000003,0.754361,1
0.5,0.4,0.400000006,0.746615,2
0.5,0.62,0.1000000015,0.70309,1
0.5,0.76,0.200000003,0.715114,1
0.5,0.86,0.5,0.902176,1
0.5,0.48,0.1000000015,0,1
0.5,0.82,0.1000000015,0.687792,1
0.5,0.55,0.1,-0.804987,2
0.8689990044,0.5,0.3,-0.383884,2
0.5,0.5,0.2,0,2
0.5,0.5,0.1,0.531937,2
0.5,0.5,0.400000006,0.908069,1
0.2709751427,0.67,-0.1,-0.744884,0
0.2229886949,0.5,0.3000000119,0.856382,1
0.7086400986,0.7,0.1000000015,-0.398929,0
0.7019824982,0.5,0.200000003,0.475519,1
0.7217033505,0.5,0.3,0.751905,2
0.811856389,0.5,0.5,0.929733,1
0.8582790494,0.98,0.6,0.495248,2
0.5,0.5,0.1000000015,0.514998,1
0.5,0.7,0.200000003,0.954515,2
0.5,0.5,0.3000000119,0.706654,1
0.5,0.5,0.6000000238,0.652797,1
0.5,0.6,0.1,0.610368,2
0.5,0.5,0.200000003,0.897116,1
0.5,0.5,0,0.609368,1
0.5,0.5,0,0.609368,2
0.5,0.5,0.400000006,0.767427,1
0.5,0.5,0.400000006,0.776668,1
0.5,0.98,-0.200000003,-0.626675,2
0.5,0.5,-0.1000000015,-0.360583,0
0.5,0.5,-0.1000000015,-0.429099,2
0.5,0.5,0.1000000015,-0.427383,1
0.5,0.5,0,0.320633,1
0.5,0.5,0.5,0.659165,1
0.8233264685,0.5,0.4,-0.805933,1
0.5,0.4,0.6000000238,0.405473,1
0.5,0.6,0.1000000015,0.720437,2
0.7311778069,0.5,0.1000000015,-0.704067,1
0.5,0.5,0.200000003,-0.307084,1
0.8327611685,0.5,0.3000000119,0,2
0.9164600372,0.5,0.1000000015,0.591026,2
0.5,0.5,0.3000000119,0.565112,2
0.5,0.48,0,0.764555,2
0.853107214,0.5,0.3000000119,-0.312955,2
0.5,0.5,0,-0.439932,1
0.5,0.5,0.1,0.729899,1
0.7246474624,0.5,0.3000000119,0,2
0.5,0.5,0.200000003,0.585701,1
0.5,0.5,0.1000000015,0.585583,1
0.5,0.7,0.1000000015,0.600065,1
0.5,0.64,0.1000000015,0.616101,1
0.5,0.78,0.200000003,0.790321,1
0.8385814428,0.93,0.4,0.885668,1
0.5,0.5,0.200000003,0.877939,2
0.8411070108,0.86,0.8000000119,0.972526,1
0.5,0.48,0.200000003,0.790779,1
0.5,0.5,0.3000000119,0.974164,1
0.5,0.5,0.1000000015,0.752701,1
0.5,0.5,0.200000003,0.879248,1
0.5,0.48,0.8999999762,0.97107,1
0.5,0.98,0.6999999881,0.703124,1
0.5,0.62,0.6999999881,0.982205,1
0.8981736898,0.55,0.400000006,0.934712,1
0.5,0.4,0.5,0.969054,2
0.1790116727,0.99,0.4,0.95197,2
0.1804583073,0.48,0.3000000119,0.493107,1
0.1381949186,0.5,0,0.988573,2
0.5,0.4,0.1000000015,0.849736,1
0.9931147099,0.93,0.8,0.7368,2
0.5,0.4,0.200000003,0.927184,1
0.5,0.91,0,0.876973,2
0.9465346336,0.6,0.5,0.96007,2
0.5,0.5,0.6,0.988573,2
0.9488132,0.2,0.1000000015,0.633428,2
0.5,0.5,0.200000003,0.875901,1
0.8230714202,0.58,0.400000006,0.975529,1
0.9307383299,0.48,0.6000000238,0.863715,1
0.8853600025,0.5,0.400000006,0.747368,1
0.5,0.98,0.3000000119,0.97164,1
0.9387735128,0.58,0.6,0.827527,1
0.5,0.3,0.1000000015,0.612213,1
0.5,0.5,0.200000003,0.680226,1
0.5,0.5,0.200000003,0.782884,1
0.5,0.4,0,0.988573,2
0.8374675512,0.94,0.4,0.994134,2
0.5,0.6,0,0.988573,2
0.8899025917,0.42,0.5,0.968047,2
0.5,0.55,0.3000000119,0.775077,1
0.9275779724,0.5,0.5,0.628452,1
0.7487565875,0.65,0.5,0.714027,0
0.5,0.5,0.400000006,0.959768,1
0.5,0.59,0.8999999762,0.99458,1
0.9643704891,0.92,0.8,0.963146,2
0.5,0.66,0.4,0.988573,2
0.867162168,0.48,0.400000006,0.885402,2
0.5,0.72,0.1000000015,0.770978,0
0.8786425591,0.45,0.6999999881,0.892969,1
0.5,0.91,0.5,0.887522,1
0.5,0.9,0.400000006,0.769903,1
0.5,0.5,0.5,0.983079,1
0.5,0.99,0.5,0.938169,2
0.5,0.45,0,0.988573,2
0.5,0.45,0.3000000119,0.832285,1
0.5,0.8,0.200000003,0.644162,2
0.5,0.5,-0.200000003,-0.833923,2
0.5,0.2,0.8999999762,0.995956,2
0.5,0.8,0.6000000238,0.886648,1
0.5,0.81,0.200000003,0.753319,1
0.7487565875,0.5,0.400000006,0.466814,2
0.8793010712,0.45,0.3000000119,0.69456,1
0.8007860184,0.5,0.400000006,0.933397,1
0.7872320414,0.9,0.3000000119,0.362142,1
0.5,0.75,0.1000000015,0.690704,1
0.5,0.56,0.5,0.994648,1
0.5,98,0.200000003,0.96945,1
0.5,0.53,0,0.979046,2
0.5,0.5,0,0.988573,2
0.5,0.58,0,0.651099,2
0.5,0.55,0.1000000015,0.935281,2
0.5,0.6,0.3000000119,0.783423,1
0.5,0.65,0.3000000119,0.896242,1
0.5,0.49,0,0.663949,1
0.5,0.5,0.1000000015,0.659667,2
0.9488990307,0.5,-0.200000003,0.832595,2
0.9783278108,0.5,0.5,0.551761,2
0.5,0.5,0.3000000119,0.861711,2
0.5,0.6,0.200000003,0.432126,2
0.5,0.5,0.3000000119,0.966286,1
0.5,0.9,0.2,0.624312,2
0.95902282,0.2,0.200000003,0.504739,2
0.5,0.48,0.200000003,0.780763,2
0.5,0.5,0.400000006,0.939245,1
0.5,0.5,0.200000003,0.761516,2
0.9059334397,0.5,0.5,0.895904,2
0.9293678999,0.48,0.4,0.667749,2
0.5,0.49,0,0.833766,2
0.9041327238,0.6,0.5,0.969957,1
0.5,0.98,0.1000000015,0.961035,2
0.5,0.9,0.200000003,0.979898,2
0.9407340884,0.4,0.2,0.984274,2
0.7576224804,0.76,0.1000000015,0.923878,2
0.5,0.68,0.200000003,0.792804,1
0.5,0.5,0.8000000119,0.832673,1
0.5,0.5,0.3000000119,0.828761,2
0.5,0.48,0.5,0.703591,1
0.5,0.5,0.6000000238,0.852675,1
0.5,0.5,0.200000003,0.953697,1
0.96037817,0.5,0.8000000119,0.932287,1
0.5,0.45,0.400000006,0.857271,1
0.8321921229,0.5,0.6999999881,0.875679,1
0.9447836876,0.48,0.5,0.668776,1
0.8382269144,0.5,0.6000000238,0.845262,1
0.5,0.5,0.5,0.634712,1
0.8754299879,0.5,0.1000000015,0.96706,1
0.5,0.5,0.3000000119,0.675472,2
0.5,0.5,0.8000000119,0.901168,1
0.5,0.5,0.6000000238,0.944358,1
0.5,0.5,-0.3000000119,-0.825902,1
0.5,0.5,0.6999999881,0.922634,1
0.5,0.5,0.1000000015,0.936524,1
0.8732504845,0.55,0.5,0.984519,1
0.5,0.52,0.200000003,0.903479,1
0.5,0.5,0.3000000119,0.553988,1
0.5,0.5,0.200000003,0.882205,1
0.5,0.5,0.1000000015,0.777124,1
0.9292459488,0.68,0.4,0.761142,2
0.5,0.5,0.1000000015,0.858093,1
0.5,0.35,0,0.689847,1
0.5,0.5,0.3000000119,0.846587,1
0.5,0.5,0.1000000015,0.99447,1
0.5,0.5,0.200000003,0.884363,1
0.5,0.5,0.5,0.867924,1
0.5,0.5,0.1000000015,0.799251,1
0.5,0.5,0,0.858541,1
0.5,0.5,-0.1000000015,-0.446756,1
0.924051702,0.5,0.8,0.764801,1
0.5,0.5,0.200000003,0.366428,2
0.5,0.5,0.200000003,0.915477,1
0.7565845251,0.5,-0.200000003,0.815174,1
0.2850460112,0.5,0.1,0.979513,1
0.5,0.5,-0.400000006,0.59227,1
0.5,0.5,-0.5,-0.797905,1
0.7365220785,0.4,0.1000000015,0.981325,1
0.5,0.5,0.5,0,1
0.5,0.6,0.200000003,0.875263,1
0.9393848777,0.5,0,-0.797015,0
0.5,0.5,-0.6000000238,0.890683,1
0.8407711983,0.5,0,0.543569,2
0.5,0.5,0.200000003,0.748178,1
0.8957408667,0.5,0,0.764109,1
0.5,0.5,0.8000000119,0.861993,1
0.8102629185,0.6,0.3000000119,0.544197,1
0.9815692902,0.5,0.400000006,0,1
0.5,0.5,0.1000000015,0.315046,1
0.7839347124,0.49,0.3000000119,0.936501,1
0.9817453623,0.49,0.1000000015,0.874736,1
0.8139292002,0.5,0.4,0.537832,1
0.5,0.5,0.1000000015,0.846359,1
0.5,0.5,0,-0.516176,2
0.7906321287,0.5,0.3000000119,0.993866,1
0.9779138565,0.48,0.3000000119,0.624375,1
0.5,0.5,0.200000003,0.705477,1
0.5,0.5,0.1000000015,0.808037,1
0.8916620016,0.5,0.3000000119,0.988372,1
0.8827459812,0.5,0.1000000015,0.550082,1
0.7570694685,0.5,0.1000000015,0.735057,1
0.5,0.5,0,0.706991,1
0.8815587759,0.5,0.3000000119,0.926988,1
0.7352510095,0.5,0.1000000015,0.868932,1
0.5,0.5,-0.1000000015,-0.490383,2
0.5,0.5,0.1000000015,0.92647,2
0.8375600576,0.5,0.8000000119,0.817268,1
0.7169601917,0.48,0.1000000015,0.276185,0
0.9460114241,0.5,0.1000000015,0.53654,0
0.9432681799,0.5,0.4,0.878399,2
0.9161249399,0.5,0.5,-0.542006,2
0.9600068331,0.5,0.200000003,0.79026,2
0.7486802936,0.5,0.1000000015,0.397991,2
0.9522012472,0.5,0.1000000015,0.547742,1
0.5,0.5,0.1000000015,-0.416124,1
0.5,0.1,0.5,0.971096,1
0.5,0.9,0.400000006,0.958201,1
0.9337138534,0.48,0.200000003,0.822974,1
0.8751698136,0.5,0.4,0.745698,1
0.861920476,0.47,0.4,0.592822,1
0.5,0.5,0.1000000015,0.484802,1
0.9159338474,0.7,0.1000000015,0.86626,1
0.5,0.67,0.1000000015,-0.661857,1
0.5,0.5,0.400000006,0.978509,1
0.829025209,0.99,0.8,0.943884,2
0.2834296227,0.48,-0.1,0,2
0.8961594701,0.5,0.200000003,0.726676,2
